Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presion,Precipitacion,Precipitacion_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_PM25,grad_PM25,adv_proxy_PM25
SUBA,2021-03-01,16.463987768148527,11.951807228915662,13.711433372296902,17.08451612903226,81.76677419354839,0.8765591397849463,,124.16333333333334,4.005268817204302,0.7558243727598567,0.9435483870967742,0.8561827956989246,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,0.6241692150640894,7.643746249168968e-05,6.700195636905961e-05
TEUSAQUILLO,2021-03-01,16.084861717612807,,13.709155937052934,18.69483870967742,79.48903225806451,0.9319354838709678,,132.12,4.261935483870968,,0.939516129032258,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,16.489679427116396,0.0011796847987024144,0.0010993901236939598
TUNJUELITO,2021-03-01,31.35020542463669,,13.76323943661972,18.69483870967742,79.48903225806451,0.9319354838709678,,132.12,4.261935483870968,0.4099462365591398,0.9543010752688172,0.95497311827957,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-25.60633143442328,0.0011975035659776824,0.0011159960651966208
USAQUEN,2021-03-01,,12.529394812680115,15.333476394849786,18.69483870967742,79.48903225806451,0.9319354838709678,,132.12,4.261935483870968,0.9327956989247312,0.939516129032258,,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2021-04-01,10.206607929515418,11.887554904831624,12.646041055718475,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9486111111111112,0.9472222222222222,0.9458333333333332,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,9.504392395172014,0.000501145822320732,0.0004732487048782112
ENGATIVA,2021-04-01,11.326562257413443,16.06710508878876,14.999852071005916,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9041666666666666,0.9388888888888888,0.9458333333333333,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,0.2945565721448524,0.0003778684499956203,0.00035683377294586414
FONTIBON,2021-04-01,14.203958944281526,12.92925045703839,14.06965265082267,20.902833333333334,79.28016666666667,1.1191666666666666,,191.43,6.381,0.7597222222222222,0.7597222222222222,0.8354166666666667,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-1.8018143162966425,0.0007730481101101762,0.0008651696765649722
KENNEDY,2021-04-01,19.619823788546256,17.520262390670553,,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9527777777777776,0.6722222222222223,0.9458333333333332,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-16.45056722370517,0.0009156301529879425,0.0008646600744716137
PUENTE ARANDA,2021-04-01,18.933977455716587,16.671723122238586,7.424264705882352,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9430555555555556,0.9444444444444444,0.8625,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-18.047464366079783,0.0014135287900083054,0.0013348423540311765
SAN CRISTOBAL,2021-04-01,8.698529411764707,9.719420289855073,13.839130434782607,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9583333333333334,0.9583333333333334,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,11.973033432946188,0.0004388115399813483,0.00041438436425571994
SUBA,2021-04-01,11.010338918713735,8.267603406326035,13.421884919950314,17.53011111111111,81.69455555555555,0.9633333333333334,,166.69333333333333,5.556444444444445,0.7314814814814815,0.9458333333333334,0.7509259259259259,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-0.48750765049861045,5.851678705340546e-05,5.637117152811393e-05
TEUSAQUILLO,2021-04-01,9.863676470588237,,13.414787701317715,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,,0.9486111111111112,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,13.75351491774882,0.000992453148111249,0.0009372065895330563
TUNJUELITO,2021-04-01,9.270967741935484,11.67985401459854,13.761236802413274,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9513888888888888,0.9208333333333332,0.6659722222222222,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,19.439427430221095,0.0011666292397444487,0.0011016868787320077
USAQUEN,2021-04-01,,6.75932944606414,18.718221574344025,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9527777777777776,0.9527777777777776,,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2021-05-01,8.312765957446809,10.2375533428165,10.133898305084744,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.9448924731182796,0.9516129032258064,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,9.240729598921645,0.0005050549360403844,0.0005958019035805438
ENGATIVA,2021-05-01,8.045852340077662,14.045549981419548,9.806789250353606,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.8891129032258065,0.9502688172043012,0.9401881720430108,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.7959465683982305,0.00043546598058156555,0.0005137093841892855
FONTIBON,2021-05-01,12.296,,,20.941129032258065,77.95629032258066,1.3043548387096773,,77.845,2.5111290322580646,0.6384408602150538,0.6397849462365591,0.7190860215053764,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-4.970969899288088,0.00063418216688986,0.0008271985780061769
KENNEDY,2021-05-01,14.54644012944984,16.324473257698543,13.524306688417616,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.8293010752688172,0.8239247311827957,0.8306451612903226,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,2.5678520345116294,0.00042656293119864636,0.0005032066578688547
PUENTE ARANDA,2021-05-01,16.8084375,14.103267045454546,5.368803418803419,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.946236559139785,0.9435483870967742,0.8602150537634409,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-9.451399816504603,0.0008024742872136453,0.0009466607962388068
SAN CRISTOBAL,2021-05-01,6.964438122332859,11.144880785413743,9.540084388185656,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.9583333333333334,0.9556451612903226,0.9448924731182796,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,22.342595687046984,0.000847652787141768,0.0009999568524443373
SUBA,2021-05-01,8.602502649532353,8.263161544930862,9.612450759342767,17.497311827956988,81.02559139784947,1.1595698924731181,,36.626666666666665,1.181505376344086,0.9117383512544803,0.8118279569892474,0.8046594982078853,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-0.8463870015402346,4.8697854935566675e-05,5.646856641130656e-05
TEUSAQUILLO,2021-05-01,9.324737631184409,,10.492220650636492,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,,0.9502688172043012,0.896505376344086,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,9.442990563893582,0.0008620279528869243,0.0010169149108733813
TUNJUELITO,2021-05-01,17.10273492286115,11.122475106685634,9.649929478138224,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.9448924731182796,0.952956989247312,0.9563172043010753,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-12.98888901680075,0.0005596100681502495,0.0006601593610404718
USAQUEN,2021-05-01,,7.429320113314448,13.38960113960114,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.9489247311827956,0.9435483870967742,,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2021-06-01,8.479017857142857,12.363450292397662,9.027086383601755,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.95,0.9486111111111112,0.9333333333333332,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,12.707300053340091,0.0006437310086474884,0.000708533263518002
ENGATIVA,2021-06-01,11.029852777124132,16.285425480874082,9.57267441860465,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8937499999999999,0.9555555555555556,0.9409722222222221,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-2.8251855410723756,0.0003971463863411124,0.0004371257892327843
FONTIBON,2021-06-01,12.814032496307238,14.546355685131196,12.65872093023256,19.922666666666665,80.156,1.2965,,200.82,6.694,0.5881944444444444,0.9555555555555556,0.83125,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-5.626889778640418,0.0004909569682899407,0.0006365257093879081
KENNEDY,2021-06-01,,18.06495867768595,,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8402777777777778,0.7041666666666667,0.6958333333333333,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2021-06-01,18.143178410794604,13.575581395348838,4.583795620437956,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9555555555555556,0.9513888888888888,0.9263888888888888,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,2.5887557027242725,0.0022590517508747484,0.002486462960462806
SAN CRISTOBAL,2021-06-01,7.779863481228669,11.030377906976744,9.450218340611354,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9555555555555556,0.9541666666666668,0.8138888888888889,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,33.67870049142208,0.0013122276782956477,0.0014443252645774092
SUBA,2021-06-01,8.33395923112573,11.278294304723559,7.544937621832358,16.740444444444442,81.12055555555555,1.1427777777777777,,157.27333333333334,5.242444444444445,0.8888888888888888,0.8930555555555556,0.8888888888888888,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,2.8409521720155286,0.0001751132498287,0.0002001155304986866
TEUSAQUILLO,2021-06-01,8.971322436849926,11.05204081632653,10.281077147016012,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9527777777777776,0.9541666666666668,0.9347222222222222,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,12.522261453694922,0.000992779604569032,0.0010927194180956478
TUNJUELITO,2021-06-01,29.903790087463555,10.008680555555555,9.21856725146199,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8,0.95,0.7770833333333332,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-33.88453828290383,0.0024417357719095367,0.0026875371729484297
USAQUEN,2021-06-01,,7.532944606413995,13.170717423133237,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9527777777777776,0.9486111111111112,,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2021-07-01,5.877464788732395,9.043767705382436,11.381161473087818,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9489247311827956,0.9489247311827956,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,8.829128704035986,0.00045718555339317317,0.0007493418699324881
ENGATIVA,2021-07-01,7.162446854384035,13.502984756422556,12.547398843930637,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9032258064516129,0.9301075268817204,0.9469086021505377,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.641470791309663,0.0005764231852855893,0.0009447761949793806
FONTIBON,2021-07-01,12.712418498028384,15.897628825382538,11.508513708513709,20.30483870967742,74.79322580645162,1.7764516129032262,,59.14,1.907741935483871,0.9482526881720431,0.9314516129032258,0.821236559139785,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-13.81697362960722,0.0008814794383201059,0.001565905569944782
KENNEDY,2021-07-01,10.61890694239291,16.456592592592592,,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.907258064516129,0.6612903225806451,0.9099462365591398,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,9.79759583226956,0.0005649699546760363,0.0009260039805512712
PUENTE ARANDA,2021-07-01,12.760148148148147,12.654651162790698,5.890793201133144,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9247311827956988,0.9489247311827956,0.907258064516129,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-4.9408594210787875,0.0008842130023852496,0.001449253633909501
SAN CRISTOBAL,2021-07-01,4.3201133144475925,8.666151685393258,11.213521126760565,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.956989247311828,0.9543010752688172,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,22.520486285778112,0.0008606054089550824,0.0014105600267421852
SUBA,2021-07-01,5.152718976682095,13.082858741242694,8.466012908833378,16.96172043010753,77.61086021505376,1.6253763440860218,,43.406666666666666,1.400215053763441,0.9453405017921147,0.9480286738351253,0.9363799283154123,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,2.734473689752239,0.00016030785833850045,0.0002605606007144917
TEUSAQUILLO,2021-07-01,6.538928067700988,8.568688293370945,11.879014084507045,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.952956989247312,0.9543010752688172,0.952956989247312,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,11.733247231805962,0.0008684023825906627,0.0014233395180461798
TUNJUELITO,2021-07-01,16.181750013271756,11.888418079096043,10.598288159771752,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9516129032258064,0.9422043010752688,0.9045698924731183,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-20.846081634826618,0.0009812904528485363,0.0016083667067494883
USAQUEN,2021-07-01,,4.777053824362606,15.988951841359777,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9489247311827956,0.9489247311827956,0.0712365591397849,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2021-08-01,10.16619718309859,14.291513437057992,12.61723163841808,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9502688172043012,0.9516129032258064,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-0.19600281290811417,0.0004798285378623906,0.0006064413584983376
ENGATIVA,2021-08-01,12.083909283785522,20.10750229590551,7.116439832491686,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9086021505376345,0.9536290322580645,0.9482526881720431,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-0.18432870827330916,0.0007879842251154319,0.0009959103851620201
FONTIBON,2021-08-01,17.84871969048112,20.009795313342224,15.964123376623377,21.20306451612903,71.47596774193548,1.4167741935483873,,70.325,2.2685483870967746,0.944220430107527,0.8279569892473119,0.8924731182795699,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-14.384133715337382,0.001009499772179228,0.0014302332256165063
KENNEDY,2021-08-01,19.025633802816905,20.51237553342817,13.475892857142856,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9448924731182796,0.9032258064516128,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-0.9582960303021224,0.00012464895232280936,0.00015754019200024745
PUENTE ARANDA,2021-08-01,,16.555929203539822,8.990483870967742,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.7594086021505376,0.8333333333333334,0.668010752688172,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,,,
SAN CRISTOBAL,2021-08-01,9.343843843843844,12.296165191740412,12.511782032400587,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9112903225806452,0.9126344086021504,0.8951612903225806,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,8.609046466666427,0.0006597912412130297,0.0008338909945395646
SUBA,2021-08-01,7.472493271579324,17.588542210902123,10.941757480417218,17.549999999999997,75.26838709677419,1.2626881720430108,,52.376666666666665,1.6895698924731188,0.942652329749104,0.94668458781362,0.949820788530466,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,5.918197121944797,0.0003578525625041787,0.00045185619800930865
TEUSAQUILLO,2021-08-01,8.052482269503546,,13.44858757062147,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.0672043010752688,0.9516129032258064,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,11.909952334572617,0.000980847618114011,0.0012396648283131274
TUNJUELITO,2021-08-01,19.24425188485057,13.707608695652176,,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.8655913978494624,0.6895161290322581,0.9475806451612903,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-10.11902612304039,0.0006150632752776974,0.0007773606169477479
USAQUEN,2021-08-01,6.0855704697986575,8.132531824611032,18.800710227272727,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9502688172043012,0.946236559139785,0.8010752688172043,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,11.465888329067464,0.00041378277342323156,0.0005229680342813617
BARRIOS UNIDOS,2021-09-01,9.998973607038124,15.290602055800294,14.939619883040937,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9458333333333332,0.95,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,10.01672874379252,0.0007402651448145742,0.000948526405555741
ENGATIVA,2021-09-01,12.847798341132377,21.29712670565302,8.92346894259253,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9041666666666667,0.9520833333333334,0.9326388888888889,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-1.5371367392762778,0.0008729824870803232,0.001118581560112254
FONTIBON,2021-09-01,18.692518595211382,21.950313595236395,16.893093093093093,21.279333333333334,70.01966666666667,1.4666666666666666,,131.505,4.3835,0.9291666666666667,0.925,0.9437499999999999,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-15.560763957382616,0.0010114754735676215,0.0014834973612325114
KENNEDY,2021-09-01,19.35422740524781,23.80439238653001,14.88619676945668,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9486111111111112,0.9458333333333332,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,4.009057982848535,0.00034415590723248295,0.0004409784358005548
PUENTE ARANDA,2021-09-01,18.85108514190317,17.216886930983847,9.496187683284456,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9458333333333332,0.9472222222222222,0.8319444444444445,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-4.356125477112945,0.0012740607923914682,0.0016324965619842677
SAN CRISTOBAL,2021-09-01,8.304713804713804,10.998998330550918,15.248160535117057,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.8319444444444445,0.8305555555555556,0.825,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,26.779846271110507,0.0010437151165572948,0.001337346969348747
SUBA,2021-09-01,9.347251691390492,17.883356730741337,12.339457354333662,17.520444444444447,74.31777777777778,1.2785555555555554,,120.02,4.000666666666667,0.9430555555555555,0.9481481481481482,0.9162037037037036,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,2.464150000934011,0.00026321376553556884,0.00033653342222419893
TEUSAQUILLO,2021-09-01,8.314766081871346,,16.865198237885462,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,,0.9458333333333332,0.95,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,22.59827909853864,0.001522148100741136,0.001950379099749642
TUNJUELITO,2021-09-01,24.52813646147741,20.574816983894586,16.514934114202052,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9486111111111112,0.9486111111111112,0.8972222222222221,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-27.074383032567443,0.001278038115451177,0.001637592838598108
USAQUEN,2021-09-01,7.659133126934985,8.803216374269006,22.66793557833089,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.95,0.9486111111111112,0.8972222222222223,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,9.216624258756038,0.0003440294262932033,0.0004408163715570245
BARRIOS UNIDOS,2021-10-01,14.30520393811533,18.347175141242936,13.153682719546742,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9516129032258064,0.9489247311827956,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,8.513368111965885,0.0005147838153017635,0.0004402231917306371
ENGATIVA,2021-10-01,14.94007072135785,19.59886201991465,8.583609517605167,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.6942204301075269,0.9260752688172044,0.9455645161290325,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,2.418972097822156,0.0004848386555002333,0.0004146152502358447
FONTIBON,2021-10-01,19.429731031995672,21.486931818181816,16.788668555240793,21.865483870967747,73.87774193548387,0.950967741935484,,84.555,2.7275806451612903,0.946236559139785,0.9489247311827956,0.9495967741935485,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-7.261539749511133,0.0008446479474252703,0.0008032329512934507
KENNEDY,2021-10-01,22.58333333333333,24.56443812233286,14.642938659058489,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9448924731182796,0.9422043010752688,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,4.413229302837511,0.0005925449193509054,0.0005067214778062098
PUENTE ARANDA,2021-10-01,22.98465991316932,26.83719599427754,8.09315263908702,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.939516129032258,0.9422043010752688,0.928763440860215,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-3.1175587567174237,0.0012465934827272133,0.0010660384911967235
SAN CRISTOBAL,2021-10-01,12.825352112676056,15.662780898876404,12.575,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.956989247311828,0.956989247311828,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,27.761691224598362,0.001078920166136454,0.000922650761428303
SUBA,2021-10-01,12.567847533656524,19.07559424027509,13.3768902098994,18.08956989247312,78.64311827956989,0.8520430107526882,,89.42999999999999,2.8848387096774197,0.8776881720430106,0.8270609318996415,0.9094982078853047,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,3.8278510386735807,0.00017066948123713884,0.00014541773863689121
TEUSAQUILLO,2021-10-01,13.504249291784705,17.930491329479768,13.61534090909091,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9301075268817204,0.946236559139785,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,16.206847007926207,0.0011439602008597326,0.0009782704814448875
TUNJUELITO,2021-10-01,29.748838357672504,20.444202898550724,16.17701317715959,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9274193548387096,0.918010752688172,0.9448924731182796,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-30.853169713838806,0.0014779016951508683,0.0012638443205951458
USAQUEN,2021-10-01,12.286118980169972,13.066619115549216,18.541463414634144,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9422043010752688,0.9368279569892471,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,4.954765252619788,0.00017157986111964962,0.00014672845542844877
BARRIOS UNIDOS,2021-11-01,17.698389458272327,16.734264705882353,13.60795847750865,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9444444444444444,0.8027777777777778,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,3.095078107286543,0.0002786091515470687,0.00025121258497827367
ENGATIVA,2021-11-01,18.460925010684353,19.999636320825395,9.086584921425017,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9493055555555555,0.9319444444444445,0.9548611111111109,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,0.8383424771726382,0.0003958425082205142,0.0003569179949121637
FONTIBON,2021-11-01,21.70343792749658,19.497393960299085,16.349344978165938,21.352666666666664,75.71633333333334,0.9481666666666668,,97.4,3.2466666666666666,0.93125,0.9541666666666668,0.95,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-5.607747414676609,0.0006523730880469906,0.0006185584163165551
KENNEDY,2021-11-01,24.22235123367199,20.95491923641704,13.39766423357664,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9458333333333332,0.9513888888888888,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,0.7627439562247034,0.0007255271604469782,0.0006541836563363588
PUENTE ARANDA,2021-11-01,20.910031347962384,24.649484536082475,9.106286549707605,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9430555555555556,0.95,0.8861111111111111,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,9.127875695023334,0.0011929102458784898,0.0010756074050337718
SAN CRISTOBAL,2021-11-01,18.362973760932945,17.053654970760235,12.065300146412884,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.95,0.9486111111111112,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,13.456728570402046,0.0006449250200953406,0.0005815073931192989
SUBA,2021-11-01,16.762902802612146,14.004862934940226,11.406421230701573,17.787888888888887,79.32488888888889,0.8530000000000001,,77.11666666666667,2.5705555555555555,0.8990740740740741,0.8814814814814814,0.8111111111111112,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,2.3939978739857395,0.00011441757939669002,9.75981952253766e-05
TEUSAQUILLO,2021-11-01,16.81929012345679,17.987408491947292,13.055912408759124,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9486111111111112,0.9513888888888888,0.9,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,9.853988363360926,0.0006520151553459792,0.000587900331736958
TUNJUELITO,2021-11-01,30.81632838178171,17.344560357675114,16.00542521994135,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9319444444444444,0.9472222222222222,0.9506944444444444,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-28.953628802777807,0.0014650659150934615,0.0013210011001092714
USAQUEN,2021-11-01,16.523391812865498,15.497360703812316,16.462573099415206,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9472222222222222,0.95,0.95,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,3.3520418329723327,0.00011667620234439956,0.00010520304244720028
