Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presión,Precipitación,Precipitación_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_O3,grad_O3,adv_proxy_O3
TEUSAQUILLO,2022-07-01,8.257425742574258,10.145337159253948,11.40245398773006,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9368279569892471,0.8763440860215054,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-2.70708738567689,0.000785620556698945,0.0008943403047066377
TUNJUELITO,2022-07-01,15.37,,11.847714285714286,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.168010752688172,0.9408602150537636,0.674731182795699,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-8.360124268961851,0.0006877764301661451,0.0007829558135665568
USAQUEN,2022-07-01,6.779184247538678,5.659000000000001,16.415328467153284,18.19483870967742,79.52129032258064,1.1383870967741936,,228.31,7.36483870967742,0.9408602150537636,0.9206989247311828,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-19.258532470006536,0.0013017764317601545,0.0014819254928005114
BARRIOS UNIDOS,2022-08-01,10.285714285714286,12.414884393063584,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9301075268817204,,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,,,
ENGATIVA,2022-08-01,12.799915847358774,15.383267343247942,8.202418306244654,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.907258064516129,0.9193548387096775,0.9314516129032258,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,16.508989250631995,0.0017720481307769047,0.0021544675499671467
FONTIBON,2022-08-01,18.296482264692973,20.23119331500109,19.071069182389937,19.961129032258064,77.4908064516129,1.3156451612903226,,148.11,4.777741935483871,0.924731182795699,0.8548387096774194,0.9516129032258065,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-16.096963377803853,0.0017439695972412067,0.0022944451620478265
KENNEDY,2022-08-01,,,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.4690860215053763,0.4690860215053763,0.4731182795698925,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2022-08-01,11.735203366058908,16.554468085106382,8.98147100424328,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9475806451612904,0.9502688172043012,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,11.142167613421275,0.0012018116209011145,0.0014611703223149357
SAN CRISTOBAL,2022-08-01,7.874824191279887,9.85449275362319,11.37001414427157,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9274193548387096,0.9502688172043012,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,3.976538193336406,0.000323952677359512,0.00039386375515096795
SUBA,2022-08-01,11.443339642334372,12.762390512537769,8.188305574472366,16.30279569892473,80.7810752688172,1.1998924731182796,,178.99333333333334,5.773978494623656,0.9215949820788532,0.9126344086021505,0.8906810035842293,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,0.014112731772288,1.7600882125019124e-06,2.1119165982052517e-06
TEUSAQUILLO,2022-08-01,9.582025677603424,11.599435825105784,13.842756680731366,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.952956989247312,0.9556451612903226,0.9422043010752688,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,0.3670268251704858,0.0009700196176151526,0.0011793561092875839
TUNJUELITO,2022-08-01,16.91235632183908,11.7419881305638,15.26235294117647,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9059139784946236,0.913978494623656,0.5349462365591398,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-10.17322073383809,0.0008254526820096552,0.0010035906962885131
USAQUEN,2022-08-01,8.582510578279267,7.569219858156028,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9475806451612904,0.6505376344086021,0.952956989247312,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2022-09-01,16.013254786450663,,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.7402777777777778,,0.9430555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,,,
ENGATIVA,2022-09-01,17.24175323774741,23.429806259314457,9.680358777464075,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.7993055555555555,0.9486111111111113,0.9361111111111112,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,1.9916650320597373,0.0002730471978097704,0.0002745944652640258
FONTIBON,2022-09-01,22.202716384496384,24.102835157318744,,20.801333333333332,76.13,1.0803333333333334,,128.60500000000002,4.286833333333334,0.9201388888888888,0.2555555555555555,0.9402777777777778,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,,,
KENNEDY,2022-09-01,,,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.2666666666666666,0.2680555555555555,0.2680555555555555,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2022-09-01,17.999137931034483,22.24,9.53284457478006,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9444444444444444,0.9472222222222222,0.8055555555555556,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,9.260953784761098,0.000938452906293226,0.0009437708060955544
SAN CRISTOBAL,2022-09-01,12.832116788321168,14.483527696793004,11.70381679389313,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9527777777777776,0.9097222222222222,0.9513888888888888,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,2.748037127421888,0.00028067793412004017,0.0002822684424133871
SUBA,2022-09-01,15.82586876488873,16.941684183248004,8.704953691034081,16.900222222222222,80.57522222222222,0.9978888888888888,,150.32333333333335,5.010777777777778,0.9333333333333332,0.9180555555555555,0.9337962962962963,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,0.9754050864299941,0.00012164894952591513,0.00012139213507691597
TEUSAQUILLO,2022-09-01,15.215552325581394,16.943446244477173,11.672023809523813,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9430555555555556,0.9333333333333332,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-2.139179234743752,0.0005381448775669708,0.000541194365206517
TUNJUELITO,2022-09-01,23.28341384863124,17.64448051948052,16.654619124797406,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.8555555555555555,0.8569444444444444,0.8625,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-12.072576880921622,0.0009684229498294456,0.0009739106798784792
USAQUEN,2022-09-01,13.001453488372093,14.046902654867257,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9416666666666668,0.3263888888888889,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2022-10-01,14.637429378531072,,,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.353494623655914,,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,,,
ENGATIVA,2022-10-01,14.779313654279903,16.83984375,12.905225988700565,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.8602150537634409,0.5866935483870968,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.326095316490823,0.0011015697668155162,0.0011690853331687253
FONTIBON,2022-10-01,18.188944745830824,21.70300773774857,20.38755304101839,20.19661290322581,82.00935483870967,1.1224193548387096,,265.915,8.577903225806452,0.8521505376344087,0.9502688172043012,0.9482526881720431,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-21.582339590700897,0.0013484351628095137,0.0015135097254824848
KENNEDY,2022-10-01,17.76280400572246,23.774857954545453,15.926099290780142,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.946236559139785,0.9475806451612904,0.939516129032258,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-4.333591755788502,0.0008570113610691766,0.0009095378638443841
PUENTE ARANDA,2022-10-01,15.419943820224718,25.142836041358937,8.490014265335235,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.9099462365591398,0.9422043010752688,0.956989247311828,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,15.7721895578463,0.0010846520374463242,0.0011511307107091634
SAN CRISTOBAL,2022-10-01,14.908563134978229,15.852609308885755,9.165808297567954,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.952956989247312,0.939516129032258,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,6.308722435703235,0.0002929937121709324,0.00031095139130398955
SUBA,2022-10-01,12.627004402383367,17.430046270094227,9.106694951678067,16.80258064516129,84.60849462365591,0.9561290322580644,,252.63666666666666,8.149569892473119,0.8060035842293907,0.6043906810035843,0.849910394265233,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,3.7985310370224976,0.00047373887713321493,0.0004529554941364029
TEUSAQUILLO,2022-10-01,13.9070796460177,12.5645056726094,10.748994252873564,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.8293010752688172,0.935483870967742,0.9112903225806452,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,7.379578800606497,0.0009451439683692546,0.0010030721470757574
TUNJUELITO,2022-10-01,22.70521861777151,16.43905325443787,14.5671388101983,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.9086021505376344,0.9489247311827956,0.952956989247312,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-10.119494576911567,0.0006689584019494845,0.0007099590781980014
USAQUEN,2022-10-01,11.338959212376936,14.664488636363636,,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.946236559139785,0.7432795698924731,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2022-11-01,16.372093023255815,12.094729136163984,,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9486111111111112,,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,,,
ENGATIVA,2022-11-01,16.37605179715265,18.98290854572714,7.382033549944257,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9263888888888888,0.9055555555555554,0.9520833333333332,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,11.262281318860406,0.0028711858521557696,0.0027888785243939712
FONTIBON,2022-11-01,19.564311037885584,21.59238731045904,18.644314868804663,19.816666666666666,85.37566666666666,1.0228333333333333,,211.82,7.060666666666666,0.867361111111111,0.9527777777777776,0.9458333333333334,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-14.298104240373705,0.0017131404305767894,0.0017522571370749594
KENNEDY,2022-11-01,19.80396825396825,20.997510980966325,15.608491947291364,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9486111111111112,0.9486111111111112,0.875,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-9.767564481841358,0.0010029504292686532,0.0009741991836296186
PUENTE ARANDA,2022-11-01,17.76807580174927,22.05157894736842,6.751608187134504,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9236111111111112,0.95,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,13.767263877115923,0.0013806100983303714,0.0013410326088449007
