Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presión,Precipitación,Precipitación_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_O3,grad_O3,adv_proxy_O3
SUBA,2020-02-01,21.60626457104231,14.391433021806852,15.784512417407154,16.581379310344825,80.82448275862069,1.2646551724137929,,123.1,4.244827586206896,0.9224137931034484,0.951867816091954,0.9475574712643677,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-0.20446210414470656,0.00035954293244747646,0.000454697829224524
TEUSAQUILLO,2020-02-01,17.134153846153847,,20.80537634408602,19.266896551724138,76.77137931034483,1.3617241379310343,,132.39,4.565172413793103,,0.9353448275862069,0.9339080459770116,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-16.35943595205213,0.0012510499520708325,0.0017035849174923162
TUNJUELITO,2020-02-01,30.33079387907856,10.43319769243388,15.170481927710844,19.266896551724138,76.77137931034483,1.3617241379310343,,132.39,4.565172413793103,0.951867816091954,0.9540229885057472,0.9554597701149425,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-1.6685515638374717,0.000660712058809564,0.0008997075587030924
USAQUEN,2020-02-01,22.500758725341427,,,19.266896551724138,76.77137931034483,1.3617241379310343,,132.39,4.565172413793103,,0.2140804597701149,0.9468390804597702,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2020-03-01,32.57886904761905,,30.935177304964537,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,0.6895161290322581,0.9475806451612904,0.9032258064516128,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-33.358619755104684,0.002138151290952703,0.002245748581723226
ENGATIVA,2020-03-01,34.273371104815865,19.19559659090909,21.35643564356436,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,0.946236559139785,0.9502688172043012,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,15.784564932028513,0.0010830749954222456,0.0011375781242241392
FONTIBON,2020-03-01,37.47248226950354,17.485714285714284,27.23048433048433,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,0.9502688172043012,0.9435483870967742,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-9.383440783982241,0.0008764651903413658,0.0009205711805649958
KENNEDY,2020-03-01,38.65169971671388,18.68236953455571,29.263366336633663,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,0.952956989247312,0.9502688172043012,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-23.847250213746722,0.0014791608367155922,0.0015535960272083768
PUENTE ARANDA,2020-03-01,37.35702127659575,17.987659574468083,16.402266288951843,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,0.9475806451612904,0.9489247311827956,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,22.054875873768953,0.0015778533560858359,0.0016572550088437038
SAN CRISTOBAL,2020-03-01,28.54950354609929,,19.14794908062235,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,,0.9502688172043012,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,0.9567274510756114,0.00022937554358350168,0.00024091831287351015
SUBA,2020-03-01,31.505099329545544,11.891210374639767,26.481177430436276,16.88483870967742,83.02112903225806,0.9353225806451613,,113.815,3.671451612903226,0.9327956989247312,0.918010752688172,0.9509408602150538,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-0.6707419123436544,0.0005345728636997491,0.0004999980704185233
TEUSAQUILLO,2020-03-01,29.034045584045582,,21.688210227272727,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,,0.946236559139785,0.9435483870967742,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,9.50329724258253,0.0015979335309839438,0.0016783456699624906
TUNJUELITO,2020-03-01,37.855218522247796,9.212833669151722,20.310098176718093,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,0.9469086021505377,0.9583333333333334,0.9509408602150538,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,3.883287176053578,0.0007571902960036265,0.0007952940657380025
USAQUEN,2020-03-01,33.31040787623066,,,19.381612903225808,80.22322580645161,1.0503225806451613,,106.01,3.419677419354839,,0.5618279569892473,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2020-04-01,13.598102189781024,8.422238586156112,27.08525547445256,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,0.9430555555555556,0.9513888888888888,0.9513888888888888,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-29.530220367281025,0.0018639529184448958,0.0016595394150554388
ENGATIVA,2020-04-01,12.566243194192378,9.25550527903469,19.62796052631579,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,0.9208333333333332,0.8444444444444444,0.7652777777777777,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,9.267274502029899,0.0006534259879357714,0.0005817669379254818
FONTIBON,2020-04-01,18.376392961876835,10.848613138686131,21.872873900293254,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,0.9513888888888888,0.9472222222222222,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-4.9178968590030685,0.0003137105485743492,0.0002793069584140289
KENNEDY,2020-04-01,18.430088495575223,15.013642960812772,21.87973760932945,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,0.9569444444444444,0.9527777777777776,0.9416666666666668,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-14.112142948868152,0.0008880619453514167,0.0007906711520112113
PUENTE ARANDA,2020-04-01,19.137813884785817,10.513421828908555,12.904558823529412,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,0.9416666666666668,0.9444444444444444,0.9402777777777778,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,19.108725000270198,0.0013891597795951964,0.00123681525709959
SAN CRISTOBAL,2020-04-01,12.564135702746364,,20.322318840579708,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,,0.9583333333333334,0.8597222222222223,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-12.119733836680728,0.00045425974367094057,0.0004044425917816941
SUBA,2020-04-01,15.285531617928457,9.34191419141914,19.872996763062268,17.145,83.34516666666667,0.8963333333333332,,169.60500000000002,5.6535,0.8416666666666667,0.8743055555555557,0.9256944444444444,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,11.015304142954093,0.0004742085880873233,0.00042504896445560406
TEUSAQUILLO,2020-04-01,12.78972099853157,,19.193026706231453,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,,0.9361111111111112,0.9458333333333332,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,4.283608079580864,0.001419087723293855,0.001263461102972629
TUNJUELITO,2020-04-01,16.300933046576297,6.028063629777726,16.74963715529753,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,0.9416666666666667,0.9569444444444444,0.942361111111111,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,4.857703807545976,0.000651540964900583,0.0005800886390831524
USAQUEN,2020-04-01,15.872913616398243,,23.92107843137255,19.68166666666667,79.98333333333333,0.8903333333333333,,156.11,5.203666666666667,,0.85,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-5.177022530287033,0.00047977677410758024,0.0004271612545471156
BARRIOS UNIDOS,2020-05-01,6.039820359281437,8.322881355932203,15.335502121640737,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,0.9516129032258064,0.9502688172043012,0.8978494623655914,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-15.08922637291342,0.0008953125175024403,0.0010244108063165018
ENGATIVA,2020-05-01,,,12.083521126760562,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,0.7258064516129032,0.9543010752688172,0.7298387096774194,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.4154982147958126,0.0002031246708462819,0.00023241393790056833
FONTIBON,2020-05-01,11.90482269503546,12.647265077138847,12.063892806770095,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,0.9583333333333334,0.952956989247312,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-0.3921948522351677,4.8398024664368556e-05,5.537670757565008e-05
KENNEDY,2020-05-01,12.915254237288137,17.10646976090014,11.449295774647888,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,0.9556451612903226,0.9543010752688172,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-5.1814322331219245,0.0004227250713764175,0.00048367929941037186
PUENTE ARANDA,2020-05-01,12.53289855072464,11.830624092888243,6.567092198581561,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,0.9260752688172044,0.9475806451612904,0.9274193548387096,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,14.550155931039958,0.0010643515024995956,0.00121782412237615
SAN CRISTOBAL,2020-05-01,,,13.59929873772791,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,,0.9583333333333334,0.7002688172043011,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-11.428667262465417,0.00042599286244658364,0.0004874182848703329
SUBA,2020-05-01,7.583818292189397,7.855374592833876,12.45033312955993,16.933064516129033,83.34241935483871,1.1374193548387095,,171.33499999999998,5.526935483870967,0.8252688172043011,0.9509408602150538,0.9448924731182796,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,2.3794821930548427,0.00011605406797428443,0.00013200214312171832
TEUSAQUILLO,2020-05-01,6.799002849002848,,12.266666666666667,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,,0.9475806451612904,0.9435483870967742,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-2.83351287300761,0.0007863258867849128,0.0008997090065890598
TUNJUELITO,2020-05-01,13.124915973111396,7.556143565510203,10.535470085470084,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,0.948252688172043,0.9435483870967742,0.9502688172043011,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,0.009276454547105573,0.00041955074232959117,0.0004800472525945354
USAQUEN,2020-05-01,8.09212730318258,,12.311458333333333,19.64967741935484,78.75709677419356,1.1441935483870966,,140.88,4.5445161290322575,,0.9032258064516128,0.8024193548387096,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,2.934981377961231,0.0001216353906889507,0.00013917442928184132
BARRIOS UNIDOS,2020-06-01,7.477812995245642,8.904405286343613,12.14361233480176,18.52533333333333,79.155,1.244,,312.54,10.418,0.9458333333333332,0.9458333333333332,0.8763888888888889,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-9.340644258399681,0.0005090277646782124,0.0006332305392596962
ENGATIVA,2020-06-01,8.172455089820359,11.077352941176471,10.141554559043348,18.52533333333333,79.155,1.244,,312.54,10.418,0.9444444444444444,0.9291666666666668,0.9277777777777778,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,2.96870219678987,0.00016441949478121224,0.00020453785150782803
FONTIBON,2020-06-01,14.04669603524229,13.158200290275762,10.131049562682216,18.52533333333333,79.155,1.244,,312.54,10.418,0.9569444444444444,0.9527777777777776,0.9458333333333332,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,0.9981594101148517,6.90714048132466e-05,8.592482758767877e-05
KENNEDY,2020-06-01,15.013762811127378,16.472992700729925,,18.52533333333333,79.155,1.244,,312.54,10.418,0.9513888888888888,0.6111111111111112,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2020-06-01,15.35425219941349,11.729742765273311,5.829934210526315,18.52533333333333,79.155,1.244,,312.54,10.418,0.8638888888888889,0.8444444444444444,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,9.252862859137572,0.001037825293391567,0.0012910546649791094
SAN CRISTOBAL,2020-06-01,6.981229235880399,,10.476350364963505,18.52533333333333,79.155,1.244,,312.54,10.418,,0.9513888888888888,0.8361111111111111,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-4.686385604173997,0.00021982963034629466,0.00027346806015079056
SUBA,2020-06-01,8.964446892239625,7.853323485967503,10.400077788007433,15.864333333333333,83.60033333333334,1.2376666666666667,,363.86,12.128666666666668,0.9402777777777778,0.9513888888888888,0.91875,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,2.1400418889559365,0.00010438448059130026,0.00012919319214516596
TEUSAQUILLO,2020-06-01,8.803235294117647,,11.118703976435937,18.52533333333333,79.155,1.244,,312.54,10.418,,0.9430555555555556,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-5.2515158212975175,0.0005885430198730691,0.0007321475167220979
TUNJUELITO,2020-06-01,10.127407407407407,7.8177915376676985,9.794027303754266,18.52533333333333,79.155,1.244,,312.54,10.418,0.9472222222222222,0.8138888888888889,0.80625,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-3.281770032018712,0.00041380207011108047,0.0005147697752181841
USAQUEN,2020-06-01,9.904692082111437,,11.055108359133127,18.52533333333333,79.155,1.244,,312.54,10.418,,0.8972222222222223,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-0.4800803955468407,0.0001048826513025406,0.00013047401822036052
BARRIOS UNIDOS,2020-07-01,5.93328530259366,9.933962264150944,12.1621387283237,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,0.8548387096774194,0.9301075268817204,0.9327956989247312,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-8.610382781348651,0.0004726459854939324,0.0005346998293958777
ENGATIVA,2020-07-01,6.20674318507891,11.143081312410844,10.596191819464034,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,0.9422043010752688,0.952956989247312,0.9368279569892471,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.0109918413601697,0.00019684039179705248,0.00022268363033298808
FONTIBON,2020-07-01,,13.93497191011236,11.559142857142856,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,0.956989247311828,0.9408602150537636,0.375,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,0.5811666093800039,0.00022723652436813262,0.0002570704809545294
KENNEDY,2020-07-01,16.473541963015645,16.820956399437414,13.584117647058823,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,0.9556451612903226,0.913978494623656,0.9448924731182796,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-9.407536567102088,0.0009512210846536185,0.0010761072077033033
PUENTE ARANDA,2020-07-01,12.916642958748222,14.450175438596492,6.201555869872702,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,0.7661290322580645,0.9502688172043012,0.9448924731182796,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,12.259291621599134,0.0013794993430151616,0.0015606142567594103
SAN CRISTOBAL,2020-07-01,4.166372980910426,,10.560623229461756,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,,0.9489247311827956,0.9153225806451613,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-3.8414048747650957,0.00026662183635569226,0.0003016267032578751
SUBA,2020-07-01,7.130403904036827,8.605120910384068,10.707078961018233,15.570967741935483,82.87774193548387,1.1588709677419358,,240.54500000000002,7.759516129032258,0.9448924731182796,0.9516129032258065,0.9045698924731183,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,1.8996994176941193,8.326268688432733e-05,9.64907105264342e-05
TEUSAQUILLO,2020-07-01,6.376757532281205,,11.078285714285714,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,,0.9408602150537636,0.9368279569892471,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-3.3120196875178847,0.0005365660961517307,0.000607012032001329
TUNJUELITO,2020-07-01,14.95680922585984,8.178028676339796,,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,0.9240591397849462,0.6653225806451613,0.9381720430107527,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,,,
USAQUEN,2020-07-01,6.790070921985816,,11.262605752961084,18.291935483870965,78.14645161290322,1.1312903225806452,,205.21,6.619677419354839,,0.7943548387096774,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-0.3224077500772857,8.467371512873912e-05,9.579055450209294e-05
BARRIOS UNIDOS,2020-08-01,8.267663817663816,10.403404255319147,,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,0.9475806451612904,0.521505376344086,0.9435483870967742,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,,,
ENGATIVA,2020-08-01,8.640735502121641,11.565915492957746,11.557243319268636,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,0.9543010752688172,0.9556451612903226,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,0.48597464957819003,0.0008855502552079864,0.0009875313652432287
FONTIBON,2020-08-01,13.948433048433047,12.591845493562232,16.244921316165954,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,0.939516129032258,0.939516129032258,0.9435483870967742,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-13.342796409741037,0.000819050802983077,0.0009133737502943541
KENNEDY,2020-08-01,16.47157001414427,16.175386779184247,16.47918424753868,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,0.9556451612903226,0.9556451612903226,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-10.34784024249522,0.0010709046669674948,0.001194231430227945
PUENTE ARANDA,2020-08-01,15.089526542324249,14.96237623762376,6.365606936416185,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,0.9502688172043012,0.9301075268817204,0.9368279569892471,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,11.103510346655817,0.0011740041530017456,0.001309203986105495
SAN CRISTOBAL,2020-08-01,5.68712011577424,,11.342194092827004,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,,0.9556451612903226,0.928763440860215,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-8.963241277288315,0.0004668401554809324,0.0005206020701605108
SUBA,2020-08-01,8.799716696853611,8.577675840978593,12.766885780978003,16.105806451612903,82.11290322580645,1.0829032258064517,,135.495,4.3708064516129035,0.8790322580645161,0.9556451612903226,0.9495967741935484,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-1.2096424617093664,0.00015086217697250821,0.00016336913809571294
TEUSAQUILLO,2020-08-01,7.771549295774648,,7.355539971949509,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,,0.9583333333333334,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,7.899448308683122,0.000734141569175296,0.0008186862595609672
TUNJUELITO,2020-08-01,17.338732394366197,4.471549295774648,,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,0.5087365591397849,0.696236559139785,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,,,
USAQUEN,2020-08-01,9.40197461212976,,,18.786129032258064,77.94483870967741,1.1151612903225807,,121.34,3.914193548387097,,0.3844086021505376,0.952956989247312,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,,,
BARRIOS UNIDOS,2020-09-01,10.250224215246636,14.25478645066274,12.95,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,0.9430555555555556,0.9388888888888888,0.9291666666666668,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-11.865049490069786,0.0007994318066116942,0.0009065556686976611
ENGATIVA,2020-09-01,10.398104956268222,15.964212076583213,10.434110787172012,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,0.9430555555555556,0.9527777777777776,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,7.131792596353868,0.0007717618015136847,0.0008751778829165183
FONTIBON,2020-09-01,16.853914327917284,16.54246376811594,16.811014492753625,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,0.9583333333333334,0.9583333333333334,0.9402777777777778,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-12.200055354806938,0.0010550478005465628,0.0011964242058198021
KENNEDY,2020-09-01,18.303571428571427,19.423460410557183,19.125766871165645,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,0.9472222222222222,0.9055555555555556,0.9333333333333332,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-19.95027935113967,0.0012513410412808472,0.0014190207408124806
PUENTE ARANDA,2020-09-01,19.753846153846155,19.54743024963289,7.877729257641922,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,0.9458333333333332,0.9541666666666668,0.9388888888888888,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,16.90396707531788,0.0011494014694038573,0.001303421266303974
SAN CRISTOBAL,2020-09-01,6.595324283559577,,12.337246376811596,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,,0.9583333333333334,0.9208333333333332,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-7.722621895714867,0.00029796361127792134,0.0003378907351891628
SUBA,2020-09-01,11.07511278195489,11.030338733431517,12.688284178391864,16.24583333333333,80.5945,1.056,,142.87,4.762333333333334,0.9430555555555556,0.9479166666666667,0.9305555555555556,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,4.2230346870417375,0.0004582299517385112,0.00048389082903586785
TEUSAQUILLO,2020-09-01,9.237164179104475,,8.67311046511628,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,,0.9555555555555556,0.9305555555555556,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,11.619412355046709,0.0008556193015873022,0.0009702722880000006
TUNJUELITO,2020-09-01,11.342028985507246,5.005255474452555,12.73827751196172,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,0.8173611111111111,0.8708333333333333,0.8006944444444445,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,1.1259099697340043,0.0006528309995612815,0.0007403103535024931
USAQUEN,2020-09-01,10.210526315789474,,18.90377643504532,18.94533333333333,76.04299999999999,1.134,,119.27,3.975666666666667,,0.9194444444444444,0.95,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-20.63893433957208,0.0008349170003063411,0.0009467958783473908
BARRIOS UNIDOS,2020-10-01,10.33487031700288,14.10394366197183,15.534045801526716,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.9543010752688172,0.8803763440860215,0.9327956989247312,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-3.4900700161740286,0.0006352534508331605,0.0008096407691102636
ENGATIVA,2020-10-01,9.447875354107648,16.913661971830987,13.678340365682136,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.7217741935483871,0.9556451612903226,0.7204301075268816,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,11.698846037507906,0.0007505399890606525,0.0009565753215414961
FONTIBON,2020-10-01,17.105516265912307,16.58637640449438,18.529073033707867,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.956989247311828,0.956989247311828,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-3.0676057447637106,0.0005187352065071034,0.0006611363873901824
KENNEDY,2020-10-01,18.043661971830986,18.06332863187588,20.170524691358025,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.952956989247312,0.8709677419354839,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-14.482724564152965,0.0009293973086182996,0.0011845318601131942
PUENTE ARANDA,2020-10-01,18.587752161383285,19.111988716502115,10.762978723404254,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.952956989247312,0.9475806451612904,0.9327956989247312,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,23.289134573273984,0.0016882459590585829,0.002151696704593697
SAN CRISTOBAL,2020-10-01,10.567402376910016,,15.3328190743338,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.5631720430107527,0.9583333333333334,0.7916666666666666,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,0.1720675525315727,0.00033202782791781415,0.00042317482196880114
SUBA,2020-10-01,10.62061589188309,11.42470930232558,14.966160209781126,16.352096774193548,78.0666129032258,1.1324193548387096,,55.995,1.806290322580645,0.7331989247311828,0.9435483870967742,0.9422043010752688,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,6.171592420799183,0.0004666407788603848,0.0005284330497385099
TEUSAQUILLO,2020-10-01,9.68206599713056,,18.67074829931973,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,,0.7903225806451613,0.9368279569892471,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-11.186147339320351,0.000975316388348269,0.0012430564678593582
TUNJUELITO,2020-10-01,20.119658950467276,11.038436261864005,16.73679775280899,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.948252688172043,0.956989247311828,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-3.9440707693308887,0.0006093952530744217,0.0007766840789990451
USAQUEN,2020-10-01,7.9871387283237,,21.85768688293371,19.17096774193548,72.35612903225807,1.274516129032258,,60.73,1.959032258064516,0.571236559139785,0.952956989247312,0.9301075268817204,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-21.39451427181115,0.0008774356689090369,0.0011183059122127756
BARRIOS UNIDOS,2020-11-01,17.50541727672035,18.59384164222874,11.12606149341142,18.61133333333333,81.52933333333334,0.8076666666666666,,71.11,2.3703333333333334,0.9472222222222222,0.9486111111111112,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-3.9492746150683304,0.00028204766921084115,0.0002278005008326227
ENGATIVA,2020-11-01,16.312273966855464,19.532837330828755,10.643168604651162,18.61133333333333,81.52933333333334,0.8076666666666666,,71.11,2.3703333333333334,0.88125,0.9555555555555556,0.9104166666666667,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,8.057260515993153,0.0010085057046325767,0.0008145364407749111
